Período;Região;Entidade;Localização Geográfica;Trabalho Suplementar Diurno;Trabalho Suplementar Nocturno;Trabalho em Dias de Descanso Semanal Obrigatório;Trabalho em Dias de Descanso Semanal Complementar;Trabalho em Dias Feriados;Trabalho Nocturno Normal;Trabalho Nocturno Suplementar
2021-03;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE, E.P.E.;39.4054629,-9.1258493;35701.58;23788.66;17423.45;19122.36;2361.57;126368.31;36463.41
2021-03;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;14728.06;15051.38;14839.66;32636.98;2853.18;118550.27;35422.63
2021-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;43888.34;47211.13;32705.03;26800.38;6448.23;202091.95;75911.97
2021-03;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.731388,-9.142606;44464.88;33219.02;37330.5;29396.2;3796.25;20151.5;38373.27
2021-03;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, IP;38.7567758,-9.1505021;8645.78;10024.95;6601.53;10110.08;1068.41;59.95;13983.88
2021-03;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, EPE;38.739767,-9.1489431;849.98;441.37;426.17;609.7;62.69;0.0;441.37
2021-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;117245.44;61072.36;24846.35;17055.11;7697.73;298054.86;81979.85
2021-03;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;26650.0;23335.25;10204.75;5672.25;13699.0;74456.75;32201.5
2021-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;42803.37;30563.07;27792.85;32616.31;6970.15;111136.22;54967.91
2021-03;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, IP;38.565715,-7.91162;17844.27;3915.16;8250.61;12176.58;2909.91;9861.13;8365.42
2021-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;26159.77;22264.0;18197.53;36838.3;4981.55;82553.94;43802.75
2021-03;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.203782,-8.419176;104405.93;14749.74;33878.53;35617.26;9816.26;12967.67;26807.81
2021-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;36930.5;28020.0;19152.5;9846.5;4072.5;146079.2;42173.0
2021-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;62300.71;70700.94;69671.91;54084.95;8275.25;420961.96;130498.13
2021-04;Região de Saúde LVT;Inspeção Geral das Atividades de Saúde;38.7156219,-9.1431603;0.0;0.0;21.0;49.0;21.0;0.0;0.0
2021-04;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.731388,-9.142606;57177.13;42528.76;47752.5;38413.25;3796.25;27352.75;48822.31
2021-04;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793,-9.144249;754.4;39.11;39.0;173.54;8.62;347.32;52.73
2021-04;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, EPE;38.739767,-9.1489431;1005.14;601.35;708.1;1034.39;62.69;0.0;601.35
2021-04;Região de Saúde LVT;Sv. Interv. Comportamentos Aditivos e Dependências;38.7653399,-9.1611815;613.5;219.0;26.0;47.0;0.0;0.0;219.0
2021-04;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;57692.83;73242.5;28407.75;14181.0;7200.5;322070.01;98211.0
2021-04;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;6528.1;5176.32;4000.46;1979.2;516.52;58694.75;7796.66
2021-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;77159.07;40546.32;33937.5;23670.0;6788.5;179210.75;59783.07
2021-04;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, IP;38.565715,-7.91162;21276.48;4705.87;10198.85;15341.67;2982.32;13877.4;10074.81
2021-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;65664.899;53837.84;29913.85;20098.3;7113.41;256540.62;76663.09
2021-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;10697.12;5786.56;3957.75;2259.5;828.75;71514.27;8822.06
2021-04;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;65640.51;51863.0;32686.0;17043.75;6128.25;202613.0;74021.0
2014-01;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, IP;38.7490091,-9.1417844;9030.26;3789.67;5024.85;4628.29;571.0;3925.67;4176.67
2014-01;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793,-9.144249;0.0;0.0;0.0;0.0;0.0;447.88;0.0
2014-01;Região de Saúde Norte;Administração Regional Saúde Norte, IP;41.1576361,-8.6066408;15775.77;7415.75;9078.42;6068.71;255.0;8771.32;8936.47
2014-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;9463.0;6730.5;3715.5;1680.0;1192.0;34787.5;9324.5
2014-01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;1846.14;3125.91;1107.17;1618.13;0.0;38500.08;4260.01
2014-01;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;63.0;267.16;63.0;18.5;0.0;7250.75;325.66
2014-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;6915.55;8843.84;4689.44;2819.89;1505.73;33114.23;11714.6
2014-01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;3322.03;6101.23;2621.75;1876.75;0.0;26827.16;7547.98
2014-01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;1572.5;2309.5;1456.5;754.5;684.0;40447.87;3373.5
2014-01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;3099.66;5212.33;1788.83;985.0;0.0;55604.88;6198.08
2014-01;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;0.0;0.0;0.0;0.0;0.0;1795.28;0.0
2014-01;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;53.0;122.0;56.0;33.0;0.0;2422.0;153.0
2014-01;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, EPE;38.739767,-9.1489431;41.58;0.0;0.0;96.0;0.0;336.25;0.0
2014-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;19207.0;47506.73;23122.13;10103.68;3693.5;346515.44;64175.23
2014-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;8723.75;14171.5;6355.0;3536.5;1577.25;88274.55;18783.0
2014-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;3704.25;8490.0;3623.75;2368.25;999.0;85139.5;11166.25
2014-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;219.0;0.0;1.0;9.5;0.0;22219.37;0.0
2014-02;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;7601.0;15282.68;7932.75;4789.27;2583.0;118439.98;22043.45
2014-02;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;5072.14;10271.67;3854.34;1938.44;1046.92;53102.71;12536.08
2014-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;4576.5;11612.36;4978.12;3083.7;1341.23;71637.8;15016.36
2014-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;3399.0;4554.5;3425.5;1564.5;831.0;81881.86;6684.5
2014-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;5519.0;12893.25;5834.25;3659.25;1410.5;130321.0;17146.0
2014-03;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, IP;38.7643827,-9.1663422;458.6;0.0;-25.67;-73.71;-6.2;0.0;0.0
2014-03;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;1476.98;5460.84;2365.62;1371.09;375.93;42803.76;7220.4
2014-03;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;29606.25;20610.0;8092.5;3656.5;2063.0;105180.5;26272.5
2014-03;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496,-7.9489909;13445.81;7352.44;10318.7;6562.18;1290.2;15539.5;11025.5
2014-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;183.0;414.0;200.0;99.0;40.0;6930.0;522.0
2014-03;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218,-9.1463126;1569.0;1421.63;0.0;76.0;0.0;0.0;1421.63
2014-03;Região de Saúde LVT;Sv. Interv. Comportamentos Aditivos e Dependências;38.7653399,-9.1611815;612.6;275.9;0.0;32.65;7.05;0.0;275.9
2014-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;7180.5;16917.75;8056.5;4869.25;1410.5;171782.5;22485.25
2014-04;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, IP;38.7643827,-9.1663422;639.71;4.55;-12.0;-67.92;-6.2;0.0;4.55
2014-04;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, IP;38.7567758,-9.1505021;10693.49;13461.52;13923.76;4055.78;328.24;34.6;14168.99
2014-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;11543.59;18232.86;13410.5;7230.5;1259.0;159700.81;25270.86
2014-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;8757.0;23053.86;10886.62;6289.7;2015.73;144604.12;30114.86
2014-04;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, IP;38.5658621,-7.9136262;6983.31;4478.04;4983.92;2139.52;545.5;12074.0;5840.04
2014-04;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496,-7.9489909;17683.31;9955.44;14073.7;8566.68;1305.7;20324.0;14863.5
2014-04;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193,-8.4212899;30681.85;24397.26;36822.0;20726.0;4078.5;31794.0;34484.76
2014-04;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;6505.5;13578.58;8388.08;4835.15;697.5;112594.43;18777.33
2014-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;6308.5;8610.5;8207.0;3795.0;831.0;160873.13;13240.5
2014-04;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;238.0;527.0;270.0;143.0;40.0;9140.0;675.0
2014-04;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218,-9.1463126;2166.5;1673.36;0.0;76.0;0.0;0.0;1673.36
2014-05;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, IP;38.7490091,-9.1417844;47965.11;19645.35;24245.26;22167.82;3333.58;21605.53;22393.34
2014-05;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;76656.8;133729.95;66569.907;30134.65;11667.468;687250.946;172413.475
2014-05;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;49113.25;33329.25;14234.0;6710.75;4167.75;177497.25;43626.0
2014-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;33412.25;43442.88;26964.06;15467.47;5719.98;164221.49;59789.66
2014-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;11119.0;29035.11;14441.68;8068.7;2027.73;183265.38;38012.61
2014-05;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, IP;38.5658621,-7.9136262;8772.89;5611.34;6410.92;2783.02;545.5;15132.0;7283.34
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;18093.5;19489.02;17400.25;9387.0;1725.5;124039.17;27802.52
2014-05;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193,-8.4212899;38390.85;30749.97;48089.5;26615.5;4114.5;39016.5;43470.97
2014-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;14383.16;26212.4;16162.49;8720.72;1386.97;278175.71;36388.23
2014-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;11407.24;34798.07;14198.5;6735.5;1564.67;112296.0;44007.82
2014-06;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;96461.6;162661.7;80897.557;38042.85;14599.518;823390.906;210249.425
2014-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;9785.95;23837.15;13885.5;6513.0;2362.5;190098.95;34707.9
2014-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;19023.75;57858.85;19977.5;9123.75;3735.5;427444.59;74818.6
2014-06;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;11211.34;19122.67;9621.17;7221.74;1532.55;235779.29;27865.45
2014-06;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;2305.5;3151.0;2890.5;1538.5;308.5;61623.84;4737.0
2014-06;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;20603.75;33346.5;12946.67;6902.5;2923.5;157278.96;42030.5
2014-06;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;1.0;8.98;0.0;0.0;0.0;10908.19;8.98
2014-06;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;334.0;760.0;390.0;198.0;64.0;13913.0;972.0
2014-06;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954,-9.1447467;30324.18;19325.95;14186.54;16284.65;2432.31;37045.33;21081.89
2014-07;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, IP;38.7490091,-9.1417844;66926.07;27681.77;33943.26;30952.55;6121.91;30147.82;31773.26
2014-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;25253.3;71076.25;43866.75;19567.08;5887.75;612267.15;102894.25
2014-07;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;744.0;4.0;5.0;55.5;2.0;75212.76;4.0
2014-07;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, IP;38.7643827,-9.1663422;1114.97;13.28;14.85;-53.42;0.84;0.0;13.28
2014-07;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;24179.78;53548.18;19643.71;10316.0;4843.96;384485.75;69384.85
2014-07;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;3866.34;12282.98;5496.68;3070.6;806.72;98562.79;16305.56
2014-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;22555.79;79643.39;31707.44;18780.82;4647.71;584780.5;105429.98
2014-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;18392.25;28359.58;11609.5;7019.0;1904.5;107369.42;36229.58
2014-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973,-7.9281554;51027.64;88477.54;55166.55;25282.54;7468.0;657444.75;122455.04
2014-07;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193,-8.4212899;56326.65;43991.29;67935.42;38658.5;10977.0;53712.5;63092.29
2014-07;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;435.03;458.63;296.0;153.5;65.5;20631.0;726.63
2014-07;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;392.0;905.0;462.0;231.0;80.0;16317.0;1152.0
2014-07;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;10065.0;15526.0;7560.0;5895.5;2075.0;47927.55;20785.0
2014-07;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218,-9.1463126;3754.5;3115.03;0.0;76.0;0.0;0.0;3115.03
2014-07;Região de Saúde LVT;Sv. Interv. Comportamentos Aditivos e Dependências;38.7653399,-9.1611815;1186.6;526.9;0.0;53.15;7.05;0.0;526.9
2014-08;Região de Saúde LVT;Administração Central do Sistema de Saúde, IP;38.7569402,-9.1494097;1366.05;486.49;6.0;11.0;1.98;0.0;486.49
2014-08;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, IP;38.7490091,-9.1417844;76357.54;31536.0;38670.99;34837.38;6476.41;34462.12;36135.55
2014-08;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;12566.0;32751.75;15442.5;6971.5;2132.5;292454.05;44285.25
2014-08;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;19238.57;40113.0;20065.21;9521.24;5189.24;214033.64;51477.84
2014-08;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, IP;38.7643827,-9.1663422;1318.65;13.95;26.98;-49.05;0.84;0.0;13.95
2014-08;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;994.5;1561.33;602.5;303.17;152.0;58684.2;1957.5
2014-08;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;56230.64;70521.5;45650.2;26079.88;8011.46;259277.69;97198.48
2014-08;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;24375.96;48120.87;29973.92;17484.52;4227.3;238435.74;66504.44
2014-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;29548.59;52189.35;32745.99;29524.04;5687.0;207455.84;73673.61
2014-08;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;1851.0;2094.0;2112.0;788.5;129.0;48079.23;3221.0
2014-08;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;23664.53;41498.7;26737.53;14760.18;3776.72;440583.33;58879.17
2014-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;4019.5;8026.0;5977.0;2725.0;494.0;91093.0;12221.0
2014-08;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218,-9.1463126;4348.5;3365.02;0.0;76.0;0.0;0.0;3365.02
2014-09;Região de Saúde LVT;Administração Central do Sistema de Saúde, IP;38.7569402,-9.1494097;1464.05;512.97;6.0;11.0;1.98;0.0;512.97
2014-09;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, IP;38.7490091,-9.1417844;84867.61;35444.27;43624.12;39156.66;7182.08;38666.57;40713.07
2014-09;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;156736.72;252850.9;133208.337;59795.1;23741.018;1201323.676;331723.255
2014-09;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793,-9.144249;5.0;0.0;0.0;7.0;0.0;1833.36;0.0
2014-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;3308.0;4646.5;4374.0;2200.5;527.0;91557.91;7013.5
2014-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;63811.08;79060.35;53260.93;30544.11;9838.46;289387.73;110330.5
2014-09;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, IP;38.5658621,-7.9136262;15767.01;10246.33;11847.15;5032.52;1666.5;26674.0;13569.33
2014-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;33835.44;59835.44;36996.54;35476.35;5742.0;231946.34;84205.52
2014-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;3426.0;4427.5;3862.0;1571.5;129.0;98107.48;6548.0
2014-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;44690.42;56671.17;45625.45;15043.84;4218.5;274736.19;77871.88
2014-09;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, IP;38.7582532,-9.1502867;7167.502;2429.95;178.65;607.1;11.94;0.0;2429.95
2014-09;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, EPE;38.739767,-9.1489431;511.06;220.71;115.24;146.75;0.0;2819.75;220.71
2014-10;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, IP;38.7490091,-9.1417844;93281.31;39583.84;48263.55;43139.88;7640.58;42784.12;45496.58
2014-10;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;1081.0;6.0;13.0;63.5;4.0;106497.26;6.0
2014-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;36735.28;78144.68;32410.71;15986.5;7246.46;544673.62;103279.35
2014-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;9004.09;17376.66;8120.51;4471.02;1139.99;140596.61;23271.52
2014-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;37377.75;38946.02;34796.25;18413.0;6167.5;243469.8;56029.02
2014-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;29584.21;52457.09;33971.53;18898.43;4456.97;548582.53;74571.06
2014-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;41409.37;111456.75;73938.5;32587.35;9228.5;938005.98;164145.75
2014-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;22884.71;52444.42;33652.33;11686.5;2675.5;356985.86;68391.91
2014-11;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;1220.0;7.0;14.0;64.5;4.0;117327.84;7.0
2014-11;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;104127.75;71749.75;38915.5;18858.75;6609.75;391244.25;97183.0
2014-11;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;22450.23;33625.76;19834.09;13708.42;2565.68;428175.4;50840.31
2014-11;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;24474.25;64506.11;33243.68;18306.87;5752.73;397534.85;85361.61
2014-11;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;565.0;1344.0;718.0;319.0;108.0;24852.0;1701.0
2014-11;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;18476.3;28517.5;14387.0;10783.5;3866.0;84396.0;38352.5
2014-12;Região de Saúde LVT;Administração Central do Sistema de Saúde, IP;38.7569402,-9.1494097;1963.47;673.31;11.0;11.0;1.98;0.0;673.31
2014-12;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;28985.55;61301.16;30381.04;14028.53;5751.8;318353.13;78027.95
2014-12;Região de Saúde Norte;Administração Regional Saúde Norte, IP;41.1576361,-8.6066408;186474.61;89395.92;116532.91;62209.46;16562.96;104750.0;109303.55
2014-12;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;11266.2;20998.95;9712.05;5296.52;1139.99;168883.73;27909.88
2014-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;23611.96;33842.69;13104.28;6017.41;2617.61;304897.54;44040.71
2014-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;24924.96;36554.93;21706.1;15204.53;2565.68;468268.06;55278.05
2014-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;84362.75;105008.4;70966.4;40872.97;9872.46;380907.25;145603.94
2014-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;62407.67;78939.67;65295.2;20688.67;5056.83;366198.02;108369.63
2015-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;19816.6;30690.4;16062.1;6731.75;5486.7;131155.46;41686.9
2015-01;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;123.0;0.0;2.0;5.5;0.5;10821.25;0.0
2015-01;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, IP;38.7643827,-9.1663422;230.01;5.0;10.07;11.67;6.73;0.0;5.0
2015-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;3578.25;7958.75;4222.25;2004.0;0.0;53158.0;10779.0
2015-01;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;4431.83;5138.5;2517.0;1302.0;0.0;25842.29;6640.5
2015-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;2326.89;4129.84;3579.33;1986.75;18.0;36753.83;5828.34
2015-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;2157.08;3098.92;2409.25;1428.08;854.5;27857.34;4940.67
2015-01;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;0.0;0.0;0.0;0.0;0.0;1713.35;0.0
2015-01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;639.0;1090.0;786.0;370.0;0.0;13128.83;1596.0
2015-01;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;59.0;140.0;76.5;37.0;0.0;2204.5;180.0
2015-01;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, IP;38.7582532,-9.1502867;945.62;401.09;0.0;68.02;0.0;0.0;401.09
2015-01;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, EPE;38.739767,-9.1489431;121.15;5.0;30.66;69.3;0.0;-7.75;5.0
2015-02;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, IP;38.7490091,-9.1417844;19735.68;9529.24;10393.18;9806.21;2820.57;8726.64;10813.74
2015-02;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;3243.09;7564.5;3964.5;1728.41;676.5;71827.06;10540.91
